Date,year,month,day,"product1, CFR market1"
2019-05-10,2019.0,5.0,10.0,948.0
2019-05-09,2019.0,5.0,9.0,948.0
2019-05-08,2019.0,5.0,8.0,950.0
2019-05-07,2019.0,5.0,7.0,958.0
2019-05-06,2019.0,5.0,6.0,958.0
2019-05-03,2019.0,5.0,3.0,963.0
2019-05-02,2019.0,5.0,2.0,963.0
2019-04-30,2019.0,4.0,30.0,965.0
2019-04-29,2019.0,4.0,29.0,968.0
2019-04-26,2019.0,4.0,26.0,968.0
2019-04-25,2019.0,4.0,25.0,968.0
2019-04-24,2019.0,4.0,24.0,973.0
2019-04-23,2019.0,4.0,23.0,973.0
2019-04-22,2019.0,4.0,22.0,973.0
2019-04-18,2019.0,4.0,18.0,973.0
2019-04-17,2019.0,4.0,17.0,973.0
2019-04-16,2019.0,4.0,16.0,973.0
2019-04-15,2019.0,4.0,15.0,973.0
2019-04-12,2019.0,4.0,12.0,978.0
2019-04-11,2019.0,4.0,11.0,978.0
2019-04-10,2019.0,4.0,10.0,983.0
2019-04-09,2019.0,4.0,9.0,988.0
2019-04-08,2019.0,4.0,8.0,993.0
2019-04-05,2019.0,4.0,5.0,988.0
2019-04-04,2019.0,4.0,4.0,993.0
2019-04-03,2019.0,4.0,3.0,993.0
2019-04-02,2019.0,4.0,2.0,993.0
2019-04-01,2019.0,4.0,1.0,998.0
2019-03-29,2019.0,3.0,29.0,1003.0
2019-03-28,2019.0,3.0,28.0,1003.0
2019-03-27,2019.0,3.0,27.0,1003.0
2019-03-26,2019.0,3.0,26.0,1003.0
2019-03-25,2019.0,3.0,25.0,1013.0
2019-03-22,2019.0,3.0,22.0,1013.0
2019-03-21,2019.0,3.0,21.0,1013.0
2019-03-20,2019.0,3.0,20.0,1013.0
2019-03-19,2019.0,3.0,19.0,1013.0
2019-03-18,2019.0,3.0,18.0,1013.0
2019-03-15,2019.0,3.0,15.0,1013.0
2019-03-14,2019.0,3.0,14.0,1013.0
2019-03-13,2019.0,3.0,13.0,1003.0
2019-03-12,2019.0,3.0,12.0,1003.0
2019-03-11,2019.0,3.0,11.0,1003.0
2019-03-08,2019.0,3.0,8.0,1003.0
2019-03-07,2019.0,3.0,7.0,998.0
2019-03-06,2019.0,3.0,6.0,998.0
2019-03-05,2019.0,3.0,5.0,998.0
2019-03-04,2019.0,3.0,4.0,998.0
2019-03-01,2019.0,3.0,1.0,998.0
2019-02-28,2019.0,2.0,28.0,998.0
2019-02-27,2019.0,2.0,27.0,993.0
2019-02-26,2019.0,2.0,26.0,993.0
2019-02-25,2019.0,2.0,25.0,993.0
2019-02-22,2019.0,2.0,22.0,993.0
2019-02-21,2019.0,2.0,21.0,993.0
2019-02-20,2019.0,2.0,20.0,993.0
2019-02-19,2019.0,2.0,19.0,993.0
2019-02-18,2019.0,2.0,18.0,993.0
2019-02-15,2019.0,2.0,15.0,993.0
2019-02-14,2019.0,2.0,14.0,993.0
2019-02-13,2019.0,2.0,13.0,988.0
2019-02-12,2019.0,2.0,12.0,963.0
2019-02-11,2019.0,2.0,11.0,963.0
2019-02-08,2019.0,2.0,8.0,958.0
2019-02-07,2019.0,2.0,7.0,943.0
2019-02-04,2019.0,2.0,4.0,943.0
2019-02-01,2019.0,2.0,1.0,943.0
2019-01-31,2019.0,1.0,31.0,943.0
2019-01-30,2019.0,1.0,30.0,943.0
2019-01-29,2019.0,1.0,29.0,938.0
2019-01-28,2019.0,1.0,28.0,938.0
2019-01-25,2019.0,1.0,25.0,938.0
2019-01-24,2019.0,1.0,24.0,938.0
2019-01-23,2019.0,1.0,23.0,933.0
2019-01-22,2019.0,1.0,22.0,933.0
2019-01-21,2019.0,1.0,21.0,928.0
2019-01-18,2019.0,1.0,18.0,926.0
2019-01-17,2019.0,1.0,17.0,926.0
2019-01-16,2019.0,1.0,16.0,928.0
2019-01-15,2019.0,1.0,15.0,928.0
2019-01-14,2019.0,1.0,14.0,933.0
2019-01-11,2019.0,1.0,11.0,933.0
2019-01-10,2019.0,1.0,10.0,933.0
2019-01-09,2019.0,1.0,9.0,933.0
2019-01-08,2019.0,1.0,8.0,928.0
2019-01-07,2019.0,1.0,7.0,934.0
2019-01-04,2019.0,1.0,4.0,938.0
2019-01-03,2019.0,1.0,3.0,938.0
2019-01-02,2019.0,1.0,2.0,955.0
2018-12-31,2018.0,12.0,31.0,955.0
2018-12-28,2018.0,12.0,28.0,955.0
2018-12-27,2018.0,12.0,27.0,955.0
2018-12-26,2018.0,12.0,26.0,955.0
2018-12-24,2018.0,12.0,24.0,955.0
2018-12-21,2018.0,12.0,21.0,955.0
2018-12-20,2018.0,12.0,20.0,955.0
2018-12-19,2018.0,12.0,19.0,955.0
2018-12-18,2018.0,12.0,18.0,955.0
2018-12-17,2018.0,12.0,17.0,958.0
2018-12-14,2018.0,12.0,14.0,958.0
2018-12-13,2018.0,12.0,13.0,958.0
2018-12-12,2018.0,12.0,12.0,973.0
2018-12-11,2018.0,12.0,11.0,973.0
2018-12-10,2018.0,12.0,10.0,968.0
2018-12-07,2018.0,12.0,7.0,963.0
2018-12-06,2018.0,12.0,6.0,963.0
2018-12-05,2018.0,12.0,5.0,963.0
2018-12-04,2018.0,12.0,4.0,978.0
2018-12-03,2018.0,12.0,3.0,978.0
2018-11-30,2018.0,11.0,30.0,978.0
2018-11-29,2018.0,11.0,29.0,983.0
2018-11-28,2018.0,11.0,28.0,988.0
2018-11-27,2018.0,11.0,27.0,988.0
2018-11-26,2018.0,11.0,26.0,1003.0
2018-11-23,2018.0,11.0,23.0,1013.0
2018-11-22,2018.0,11.0,22.0,1013.0
2018-11-21,2018.0,11.0,21.0,1018.0
2018-11-20,2018.0,11.0,20.0,1023.0
2018-11-19,2018.0,11.0,19.0,1033.0
2018-11-16,2018.0,11.0,16.0,1030.0
2018-11-15,2018.0,11.0,15.0,1035.0
2018-11-14,2018.0,11.0,14.0,1041.0
2018-11-13,2018.0,11.0,13.0,1048.0
2018-11-12,2018.0,11.0,12.0,1048.0
2018-11-09,2018.0,11.0,9.0,1048.0
2018-11-08,2018.0,11.0,8.0,1048.0
2018-11-07,2018.0,11.0,7.0,1048.0
2018-11-05,2018.0,11.0,5.0,1048.0
2018-11-02,2018.0,11.0,2.0,1048.0
2018-11-01,2018.0,11.0,1.0,1048.0
2018-10-31,2018.0,10.0,31.0,1048.0
2018-10-30,2018.0,10.0,30.0,1048.0
2018-10-29,2018.0,10.0,29.0,1053.0
2018-10-26,2018.0,10.0,26.0,1048.0
2018-10-25,2018.0,10.0,25.0,1048.0
2018-10-24,2018.0,10.0,24.0,1053.0
2018-10-23,2018.0,10.0,23.0,1053.0
2018-10-22,2018.0,10.0,22.0,1043.0
2018-10-19,2018.0,10.0,19.0,1058.0
2018-10-18,2018.0,10.0,18.0,1058.0
2018-10-17,2018.0,10.0,17.0,1058.0
2018-10-16,2018.0,10.0,16.0,1058.0
2018-10-15,2018.0,10.0,15.0,1058.0
2018-10-12,2018.0,10.0,12.0,1058.0
2018-10-11,2018.0,10.0,11.0,1058.0
2018-10-10,2018.0,10.0,10.0,1063.0
2018-10-09,2018.0,10.0,9.0,1063.0
2018-10-08,2018.0,10.0,8.0,1063.0
2018-10-05,2018.0,10.0,5.0,1078.0
2018-10-04,2018.0,10.0,4.0,1078.0
2018-10-03,2018.0,10.0,3.0,1083.0
2018-10-02,2018.0,10.0,2.0,1083.0
2018-10-01,2018.0,10.0,1.0,1083.0
2018-09-28,2018.0,9.0,28.0,1083.0
2018-09-27,2018.0,9.0,27.0,1085.0
2018-09-26,2018.0,9.0,26.0,1088.0
2018-09-25,2018.0,9.0,25.0,1088.0
2018-09-24,2018.0,9.0,24.0,1088.0
2018-09-21,2018.0,9.0,21.0,1093.0
2018-09-20,2018.0,9.0,20.0,1093.0
2018-09-19,2018.0,9.0,19.0,1095.0
2018-09-18,2018.0,9.0,18.0,1095.0
2018-09-17,2018.0,9.0,17.0,1095.0
2018-09-14,2018.0,9.0,14.0,1095.0
2018-09-13,2018.0,9.0,13.0,1093.0
2018-09-12,2018.0,9.0,12.0,1093.0
2018-09-11,2018.0,9.0,11.0,1093.0
2018-09-10,2018.0,9.0,10.0,1093.0
2018-09-07,2018.0,9.0,7.0,1093.0
2018-09-06,2018.0,9.0,6.0,1093.0
2018-09-05,2018.0,9.0,5.0,1093.0
2018-09-04,2018.0,9.0,4.0,1083.0
2018-09-03,2018.0,9.0,3.0,1093.0
2018-08-31,2018.0,8.0,31.0,1093.0
2018-08-30,2018.0,8.0,30.0,1093.0
2018-08-29,2018.0,8.0,29.0,1093.0
2018-08-28,2018.0,8.0,28.0,1093.0
2018-08-27,2018.0,8.0,27.0,1093.0
2018-08-24,2018.0,8.0,24.0,1093.0
2018-08-23,2018.0,8.0,23.0,1098.0
2018-08-21,2018.0,8.0,21.0,1098.0
2018-08-20,2018.0,8.0,20.0,1108.0
2018-08-17,2018.0,8.0,17.0,1108.0
2018-08-16,2018.0,8.0,16.0,1108.0
2018-08-15,2018.0,8.0,15.0,1118.0
2018-08-14,2018.0,8.0,14.0,1118.0
2018-08-13,2018.0,8.0,13.0,1128.0
2018-08-10,2018.0,8.0,10.0,1128.0
2018-08-08,2018.0,8.0,8.0,1128.0
2018-08-07,2018.0,8.0,7.0,1128.0
2018-08-06,2018.0,8.0,6.0,1128.0
2018-08-03,2018.0,8.0,3.0,1128.0
2018-08-02,2018.0,8.0,2.0,1128.0
2018-08-01,2018.0,8.0,1.0,1123.0
2018-07-30,2018.0,7.0,30.0,1123.0
2018-07-23,2018.0,7.0,23.0,1123.0
2018-07-16,2018.0,7.0,16.0,1123.0
2018-07-09,2018.0,7.0,9.0,1123.0
2018-07-02,2018.0,7.0,2.0,1123.0
2018-06-25,2018.0,6.0,25.0,1128.0
2018-06-18,2018.0,6.0,18.0,1128.0
2018-06-11,2018.0,6.0,11.0,1128.0
2018-06-04,2018.0,6.0,4.0,1133.0
2018-05-28,2018.0,5.0,28.0,1133.0
2018-05-21,2018.0,5.0,21.0,1136.0
2018-05-14,2018.0,5.0,14.0,1143.0
2018-05-07,2018.0,5.0,7.0,1138.0
2018-04-30,2018.0,4.0,30.0,1128.0
2018-04-23,2018.0,4.0,23.0,1118.0
2018-04-16,2018.0,4.0,16.0,1113.0
2018-04-09,2018.0,4.0,9.0,1113.0
2018-04-02,2018.0,4.0,2.0,1123.0
2018-03-26,2018.0,3.0,26.0,1148.0
2018-03-19,2018.0,3.0,19.0,1163.0
2018-03-12,2018.0,3.0,12.0,1173.0
2018-03-05,2018.0,3.0,5.0,1168.0
2018-02-26,2018.0,2.0,26.0,1128.0
2018-02-19,2018.0,2.0,19.0,1118.0
2018-02-12,2018.0,2.0,12.0,1118.0
2018-02-05,2018.0,2.0,5.0,1118.0
2018-01-29,2018.0,1.0,29.0,1113.0
2018-01-22,2018.0,1.0,22.0,1108.0
2018-01-15,2018.0,1.0,15.0,1108.0
2018-01-08,2018.0,1.0,8.0,1113.0
2018-01-02,2018.0,1.0,2.0,1103.0
2017-12-25,2017.0,12.0,25.0,1103.0
2017-12-18,2017.0,12.0,18.0,1093.0
2017-12-11,2017.0,12.0,11.0,1063.0
2017-12-04,2017.0,12.0,4.0,1032.0
2017-11-27,2017.0,11.0,27.0,1028.0
2017-11-20,2017.0,11.0,20.0,1003.0
2017-11-13,2017.0,11.0,13.0,1028.0
2017-11-06,2017.0,11.0,6.0,1041.0
2017-10-30,2017.0,10.0,30.0,1056.0
2017-10-23,2017.0,10.0,23.0,1063.0
2017-10-16,2017.0,10.0,16.0,1083.0
2017-10-09,2017.0,10.0,9.0,1098.0
2017-10-02,2017.0,10.0,2.0,1098.0
2017-09-25,2017.0,9.0,25.0,1108.0
2017-09-18,2017.0,9.0,18.0,1128.0
2017-09-11,2017.0,9.0,11.0,1113.0
2017-09-04,2017.0,9.0,4.0,1108.0
2017-08-28,2017.0,8.0,28.0,1107.0
2017-08-21,2017.0,8.0,21.0,1078.0
2017-08-14,2017.0,8.0,14.0,1033.0
2017-08-07,2017.0,8.0,7.0,1008.0
2017-07-31,2017.0,7.0,31.0,968.0
2017-07-24,2017.0,7.0,24.0,963.0
2017-07-17,2017.0,7.0,17.0,938.0
2017-07-10,2017.0,7.0,10.0,923.0
2017-07-03,2017.0,7.0,3.0,898.0
2017-06-26,2017.0,6.0,26.0,871.0
2017-06-19,2017.0,6.0,19.0,871.0
2017-06-12,2017.0,6.0,12.0,858.0
2017-06-05,2017.0,6.0,5.0,863.0
2017-05-29,2017.0,5.0,29.0,873.0
2017-05-22,2017.0,5.0,22.0,853.0
2017-05-15,2017.0,5.0,15.0,843.0
2017-05-08,2017.0,5.0,8.0,843.0
2017-05-01,2017.0,5.0,1.0,831.0
2017-04-24,2017.0,4.0,24.0,823.0
2017-04-17,2017.0,4.0,17.0,853.0
2017-04-10,2017.0,4.0,10.0,883.0
2017-04-03,2017.0,4.0,3.0,898.0
2017-03-27,2017.0,3.0,27.0,923.0
2017-03-20,2017.0,3.0,20.0,938.0
2017-03-13,2017.0,3.0,13.0,928.0
2017-03-06,2017.0,3.0,6.0,913.0
2017-02-27,2017.0,2.0,27.0,913.0
2017-02-20,2017.0,2.0,20.0,898.0
2017-02-13,2017.0,2.0,13.0,863.0
2017-02-06,2017.0,2.0,6.0,848.0
2017-01-30,2017.0,1.0,30.0,868.0
2017-01-23,2017.0,1.0,23.0,868.0
2017-01-16,2017.0,1.0,16.0,873.0
2017-01-09,2017.0,1.0,9.0,853.0
2017-01-02,2017.0,1.0,2.0,883.0
2016-12-23,2016.0,12.0,23.0,883.0
2016-12-19,2016.0,12.0,19.0,894.0
2016-12-12,2016.0,12.0,12.0,868.0
2016-12-05,2016.0,12.0,5.0,838.0
2016-11-28,2016.0,11.0,28.0,838.0
2016-11-21,2016.0,11.0,21.0,798.0
2016-11-14,2016.0,11.0,14.0,818.0
2016-11-07,2016.0,11.0,7.0,783.0
2016-10-31,2016.0,10.0,31.0,753.0
2016-10-24,2016.0,10.0,24.0,733.0
2016-10-17,2016.0,10.0,17.0,723.0
2016-10-10,2016.0,10.0,10.0,713.0
2016-10-03,2016.0,10.0,3.0,713.0
2016-09-26,2016.0,9.0,26.0,718.0
2016-09-19,2016.0,9.0,19.0,728.0
2016-09-12,2016.0,9.0,12.0,738.0
2016-09-05,2016.0,9.0,5.0,758.0
2016-08-29,2016.0,8.0,29.0,758.0
2016-08-22,2016.0,8.0,22.0,743.0
2016-08-15,2016.0,8.0,15.0,728.0
2016-08-08,2016.0,8.0,8.0,713.0
2016-08-01,2016.0,8.0,1.0,688.0
2016-07-25,2016.0,7.0,25.0,673.0
2016-07-18,2016.0,7.0,18.0,698.0
2016-07-11,2016.0,7.0,11.0,683.0
2016-07-04,2016.0,7.0,4.0,658.0
2016-06-27,2016.0,6.0,27.0,623.0
2016-06-20,2016.0,6.0,20.0,623.0
2016-06-13,2016.0,6.0,13.0,636.0
2016-06-06,2016.0,6.0,6.0,628.0
2016-05-30,2016.0,5.0,30.0,643.0
2016-05-23,2016.0,5.0,23.0,678.0
2016-05-16,2016.0,5.0,16.0,693.0
2016-05-09,2016.0,5.0,9.0,778.0
2016-05-02,2016.0,5.0,2.0,858.0
2016-04-25,2016.0,4.0,25.0,848.0
2016-04-18,2016.0,4.0,18.0,753.0
2016-04-11,2016.0,4.0,11.0,713.0
2016-04-04,2016.0,4.0,4.0,698.0
2016-03-28,2016.0,3.0,28.0,683.0
2016-03-21,2016.0,3.0,21.0,673.0
2016-03-14,2016.0,3.0,14.0,678.0
2016-03-07,2016.0,3.0,7.0,608.0
2016-02-29,2016.0,2.0,29.0,583.0
2016-02-22,2016.0,2.0,22.0,563.0
2016-02-15,2016.0,2.0,15.0,553.0
2016-02-08,2016.0,2.0,8.0,553.0
2016-02-01,2016.0,2.0,1.0,553.0
2016-01-25,2016.0,1.0,25.0,558.0
2016-01-18,2016.0,1.0,18.0,545.0
2016-01-11,2016.0,1.0,11.0,543.0
2016-01-04,2016.0,1.0,4.0,548.0
2015-12-28,2015.0,12.0,28.0,536.0
2015-12-21,2015.0,12.0,21.0,533.0
2015-12-14,2015.0,12.0,14.0,526.0
2015-12-07,2015.0,12.0,7.0,528.0
2015-11-30,2015.0,11.0,30.0,546.0
2015-11-23,2015.0,11.0,23.0,548.0
2015-11-16,2015.0,11.0,16.0,548.0
2015-11-09,2015.0,11.0,9.0,563.0
2015-11-02,2015.0,11.0,2.0,572.0
2015-10-26,2015.0,10.0,26.0,583.0
2015-10-19,2015.0,10.0,19.0,588.0
2015-10-12,2015.0,10.0,12.0,588.0
2015-10-05,2015.0,10.0,5.0,591.0
2015-09-28,2015.0,9.0,28.0,603.0
2015-09-21,2015.0,9.0,21.0,613.0
2015-09-14,2015.0,9.0,14.0,613.0
2015-09-07,2015.0,9.0,7.0,613.0
2015-08-31,2015.0,8.0,31.0,613.0
2015-08-24,2015.0,8.0,24.0,638.0
2015-08-17,2015.0,8.0,17.0,666.0
2015-08-10,2015.0,8.0,10.0,668.0
2015-08-03,2015.0,8.0,3.0,658.0
2015-07-27,2015.0,7.0,27.0,650.0
2015-07-20,2015.0,7.0,20.0,653.0
2015-07-13,2015.0,7.0,13.0,648.0
2015-07-06,2015.0,7.0,6.0,688.0
2015-06-29,2015.0,6.0,29.0,788.0
2015-06-22,2015.0,6.0,22.0,788.0
2015-06-15,2015.0,6.0,15.0,788.0
2015-06-08,2015.0,6.0,8.0,788.0
2015-06-01,2015.0,6.0,1.0,788.0
2015-05-25,2015.0,5.0,25.0,788.0
2015-05-18,2015.0,5.0,18.0,788.0
2015-05-11,2015.0,5.0,11.0,788.0
2015-05-04,2015.0,5.0,4.0,793.0
2015-04-27,2015.0,4.0,27.0,793.0
2015-04-20,2015.0,4.0,20.0,788.0
2015-04-13,2015.0,4.0,13.0,788.0
2015-04-06,2015.0,4.0,6.0,778.0
2015-03-30,2015.0,3.0,30.0,778.0
2015-03-23,2015.0,3.0,23.0,778.0
2015-03-16,2015.0,3.0,16.0,763.0
2015-03-09,2015.0,3.0,9.0,773.0
2015-03-02,2015.0,3.0,2.0,783.0
2015-02-23,2015.0,2.0,23.0,778.0
2015-02-16,2015.0,2.0,16.0,778.0
2015-02-09,2015.0,2.0,9.0,778.0
2015-02-02,2015.0,2.0,2.0,773.0
2015-01-26,2015.0,1.0,26.0,838.0
2015-01-19,2015.0,1.0,19.0,843.0
2015-01-12,2015.0,1.0,12.0,863.0
2015-01-05,2015.0,1.0,5.0,883.0
2014-12-29,2014.0,12.0,29.0,883.0
2014-12-22,2014.0,12.0,22.0,883.0
2014-12-15,2014.0,12.0,15.0,893.0
2014-12-08,2014.0,12.0,8.0,903.0
2014-12-01,2014.0,12.0,1.0,938.0
2014-11-24,2014.0,11.0,24.0,973.0
2014-11-17,2014.0,11.0,17.0,973.0
2014-11-10,2014.0,11.0,10.0,981.0
2014-11-03,2014.0,11.0,3.0,981.0
2014-10-27,2014.0,10.0,27.0,981.0
2014-10-20,2014.0,10.0,20.0,1001.0
2014-10-13,2014.0,10.0,13.0,1018.0
2014-10-06,2014.0,10.0,6.0,1036.0
2014-09-29,2014.0,9.0,29.0,1056.0
2014-09-22,2014.0,9.0,22.0,1071.0
2014-09-15,2014.0,9.0,15.0,1071.0
2014-09-08,2014.0,9.0,8.0,1071.0
2014-09-01,2014.0,9.0,1.0,1071.0
2014-08-25,2014.0,8.0,25.0,1071.0
2014-08-18,2014.0,8.0,18.0,1070.0
2014-08-11,2014.0,8.0,11.0,1070.0
2014-08-04,2014.0,8.0,4.0,1063.0
2014-07-28,2014.0,7.0,28.0,1063.0
2014-07-21,2014.0,7.0,21.0,1063.0
2014-07-14,2014.0,7.0,14.0,1063.0
2014-07-07,2014.0,7.0,7.0,1083.0
2014-06-30,2014.0,6.0,30.0,1083.0
2014-06-23,2014.0,6.0,23.0,1083.0
2014-06-16,2014.0,6.0,16.0,1083.0
2014-06-09,2014.0,6.0,9.0,1088.0
2014-06-02,2014.0,6.0,2.0,1083.0
2014-05-26,2014.0,5.0,26.0,1083.0
2014-05-19,2014.0,5.0,19.0,1083.0
2014-05-12,2014.0,5.0,12.0,1088.0
2014-05-05,2014.0,5.0,5.0,1088.0
2014-04-28,2014.0,4.0,28.0,1088.0
2014-04-21,2014.0,4.0,21.0,1093.0
2014-04-14,2014.0,4.0,14.0,1093.0
2014-04-07,2014.0,4.0,7.0,1093.0
2014-03-31,2014.0,3.0,31.0,1088.0
2014-03-24,2014.0,3.0,24.0,1088.0
2014-03-17,2014.0,3.0,17.0,1088.0
2014-03-10,2014.0,3.0,10.0,1088.0
2014-03-03,2014.0,3.0,3.0,1083.0
2014-02-24,2014.0,2.0,24.0,1088.0
2014-02-17,2014.0,2.0,17.0,1103.0
2014-02-10,2014.0,2.0,10.0,1088.0
2014-02-03,2014.0,2.0,3.0,1093.0
2014-01-27,2014.0,1.0,27.0,1093.0
2014-01-20,2014.0,1.0,20.0,1103.0
2014-01-13,2014.0,1.0,13.0,1118.0
2014-01-06,2014.0,1.0,6.0,1118.0
2013-12-30,2013.0,12.0,30.0,1118.0
2013-12-23,2013.0,12.0,23.0,1118.0
2013-12-16,2013.0,12.0,16.0,1110.0
2013-12-09,2013.0,12.0,9.0,1107.0
2013-12-02,2013.0,12.0,2.0,1107.0
2013-11-25,2013.0,11.0,25.0,1103.0
2013-11-18,2013.0,11.0,18.0,1118.0
2013-11-11,2013.0,11.0,11.0,1115.0
2013-11-04,2013.0,11.0,4.0,1111.0
2013-10-28,2013.0,10.0,28.0,1111.0
2013-10-21,2013.0,10.0,21.0,1103.0
2013-10-14,2013.0,10.0,14.0,1083.0
2013-10-07,2013.0,10.0,7.0,1093.0
2013-09-30,2013.0,9.0,30.0,1093.0
2013-09-23,2013.0,9.0,23.0,1098.0
2013-09-16,2013.0,9.0,16.0,1088.0
2013-09-09,2013.0,9.0,9.0,1109.0
2013-09-02,2013.0,9.0,2.0,1113.0
2013-08-26,2013.0,8.0,26.0,1113.0
2013-08-19,2013.0,8.0,19.0,1106.0
2013-08-12,2013.0,8.0,12.0,1104.0
2013-08-05,2013.0,8.0,5.0,1099.0
2013-07-29,2013.0,7.0,29.0,1099.0
2013-07-22,2013.0,7.0,22.0,1095.0
2013-07-15,2013.0,7.0,15.0,1093.0
2013-07-08,2013.0,7.0,8.0,1083.0
2013-07-01,2013.0,7.0,1.0,1093.0
2013-06-24,2013.0,6.0,24.0,1093.0
2013-06-17,2013.0,6.0,17.0,1083.0
2013-06-10,2013.0,6.0,10.0,1088.0
2013-06-03,2013.0,6.0,3.0,1098.0
2013-05-27,2013.0,5.0,27.0,1113.0
2013-05-20,2013.0,5.0,20.0,1113.0
2013-05-13,2013.0,5.0,13.0,1118.0
2013-05-06,2013.0,5.0,6.0,1133.0
2013-04-29,2013.0,4.0,29.0,1133.0
2013-04-22,2013.0,4.0,22.0,1153.0
2013-04-15,2013.0,4.0,15.0,1163.0
2013-04-08,2013.0,4.0,8.0,1163.0
2013-04-01,2013.0,4.0,1.0,1168.0
2013-03-25,2013.0,3.0,25.0,1168.0
2013-03-18,2013.0,3.0,18.0,1173.0
